name,state,city,address,lattitude,longitude,type
"Oberoi Mall, Goregaon",Maharashtra,Mumbai,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.17,72.8600172,7.0
"Oberoi Mall, Goregaon",Maharashtra,Mumbai,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.17,72.8600172,7.0
"Parin Motors, NH8 Gondal Highway",Gujarat,Rajkot,"149, Plot No 2, Survey No, NH 8B, Gondal Highway, near Parin Furniture, Rajkot, Gujarat 360004",22.22,70.801197,7.0
"IOCL RO u00e2u0080u0093 Basanti Hwy, Bayarmari",West Bengal,Bayamari,"Plot 392&393 Mouza, Bayarmari, Nazat Dist. North 24 Paraganas - West Bengal 743442",22.43,88.763395,7.0
"Ashutosh Motors, near NHPC Godown",Assam,Nagaon,"Biroh Bebejia Sensowa, near NHPC Godown, Nagaon, Assam 782002",26.31,92.6401864,7.0
"Daspalla Hotels, Jubilee Hills",Telangana,Hyderabad,"Daspalla Hotels u00e2u0080u0093 (Jublee Hill Resorts Pvt Ltd)- Rd Number 37, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",17.43,78.3983261,7.0
"Hotel Greenland Towers, NH 6 & 16 ",West Bengal,Rupnarayanpur,"NH 6&16, Industrial Area, Rupnarayanpur, West Bengal 721301",22.38,87.365968,7.0
"Trupti Enterprises, Bhagabanpur Industrial Area",Odisha,Bhubaneswar,"IDCO, Plot No 16, 17, 32&33 Bhagabanpur Industrial Area, Bhubaneswar, Odisha 751019",20.23,85.756643,7.0
"Trimurti Petroleum, Panvel",Maharashtra,Navi Mumbai,"GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",18.95,73.1626506,7.0
"HP Service Center, Sola ",Gujarat,Ahmedabad,"F.P. No 232/1, Solaroad, Ahmedabad 380061",23.06,72.5317625,7.0
"HP Autocare , Bodakdev",Gujarat,Ahmedabad,"JUDGES BUNGALOW ROAD, T VILLAGE : BODAKDEV , CITY : AHMEDABAD 380054",23.03,72.5137528,7.0
"Daisy Motors, TML - CV, Hisar",Haryana,Hisar,"Daisy Motors, 12th KM Stone, Delhi-Hisar Bypass, Road, Hisar - 125001",29.12,75.8027817,7.0
"Shree Balaji Autowheels, Moradabad",Uttar Pradesh,Moradabad,"Ground Floor, Delhi Rd, opposite Circuit House, Majhola, Moradabad, Uttar Pradesh 244001",28.82,78.7328429,7.0
"IOCL - Tikri Gas, Delhi",Delhi,Delhi,"Rohtak Road, Block C, Tyagi Vihar, Ghevra, Delhi, 110072",28.68,76.9849286,7.0
"Manickbag automobiles, Udyambag",Karnataka,Belgaum,"No 691, Bemciel Industrial Estate Khanapur Road, NH4 A, Udyambag, next to Bemco, Belagavi, Karnataka 590008",15.81,74.4937744,7.0
"Manickbag automobiles, Vidya Nagar",Karnataka,Hubli,"VIDYA NAGAR, DIST : Hubli, Karnataka 580031",15.36,75.119095,7.0
"Sonaee Veg Family Restaurant, Pune-Solapur Highway",Maharashtra,Uruli Kanchan,"National Highway 65 Yavat, Uruli Kanchan, Maharashtra 412202",18.48,74.146125,7.0
"IOCL - Hemkund, Pasonda",Uttar Pradesh,Ghaziabad,"Khasra No 1746/2,Village u00e2u0080u0093 Pasonda,Tehsil- Sadar,Dist u00e2u0080u0093 Ghaziabad-201005",28.67,77.341822,7.0
IOCL Risal Petro Delhi,Delhi,Delhi,"Burari Rd, opposite Sta Tpt Authority, Laldora, Jharoda, Jharoda Majra Burari, New Delhi, Delhi 110084",28.73,77.1986248,7.0
IOCL Paul Motors Delhi,Delhi,Delhi,"Main Road, Sat Guru Ram Singh Rd, MS Block, Block F, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi 110064",28.61,77.11398244,7.0
"Yash Motors, Chittorgarh",Rajasthan,Chittorgarh,"Meera smiriti sansthan gram ochari, nimbahera Road, Ochari,  Chittorgarh, Rajasthan 312001",24.82,74.6272935,7.0
"Kaveri Auto Garage, Seelapadi",Tamil Nadu,Dindigul,"478/1A2, Trichy Bypass, Seelapadi, Dindigul, Tamil Nadu, 624005",10.38,77.99681425,7.0
"Kaveri Auto Garage, Paravai Bit 1 village",Tamil Nadu,Madurai,"New Survey No 146/2C,148/1A,149/1B2A, Paravai Bit 1 village, Madurai, 625402",9.964,78.0650107,7.0
"The Grand Legacy, Panchgani-Mahabaleshwar Road",Maharashtra,Mahabaleshwar,"Panchgani-Mahabaleshwar Road, Post. Met-Gutad, behind Saj Resort by Club Mahindra, Mahabaleshwar, Maharashtra 412806",17.92,73.69586565,7.0
"The Grand Legacy, Panchgani-Mahabaleshwar Road",Maharashtra,Mahabaleshwar,"Panchgani-Mahabaleshwar Road, Post. Met-Gutad, behind Saj Resort by Club Mahindra, Mahabaleshwar, Maharashtra 412806",17.92,73.69586565,7.0
"Highway Grand World, Chennai-Tirupati Highway NH 716",Andhra Pradesh,Tirupati,"Chennai - Thiruttani - Renigunta Hwy, NH716 - Veerakaverirajupuram, Andhra Pradesh, Nagari, Andhra Pradesh 517590",13.29,79.58170947,7.0
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra Pradesh,Chittoor,"NH140, Tirupati u00e2u0080u0093 Bangalore  Highway, Sy No: 1201&1189, B G Mittor Village, Tanepalli, Puthalapattu Mandal, Chittoor, Andhra Pradesh - 517127",13.37,79.09210293,7.0
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra Pradesh,Gadanki,"NH140, Gadanki, Andhra Pradesh - 517112",13.47,79.1897903,7.0
"Hotel Artland, Old Digha Purba",West Bengal,Digha,"Old digha purba, Digha Barrister Colony Rd, beside seahawk, West Bengal 721428",21.62,87.528599,7.0
"IOCL Sree Devi Prasad Services, Naamavaram",Andhra Pradesh,Naamavaram,"Naamavaram, Andhra Pradesh 531126",17.37,82.5862594,7.0
"Lankeswari Motors, Hatpada",Odisha,Jeypore,"Plot No 576, 577 & 580 Hatpada, Jeypore, Odisha 764001",18.85,82.5899867,7.0
"Nandi Food Plaza, Nalagam palli",Andhra Pradesh,Chittoor,"NH 69 - 174 Nalagampalli Chittoor-Bangalore Highway Close to Bangarupalem, Village, Nalagam palli, Andhra Pradesh 517416",13.2,78.9415658,7.0
"River Bay Resorts, Gautami Ghat",Andhra Pradesh,Rajahmundry,"Hotel River Bay Resort, 5-1-36 to 43 Gautami Ghat, Rajahmundry-533101",16.99,81.7735774,7.0
"Hotel Vivanta, Patrapada",Odisha,Bhubaneswar,"IDCO Plot No1/A,Bhagbanpur Industrial Estate, DN Square, Patrapada, Bhubhaneswar -751019",20.24,86.758382,7.0
"Morya Transport Terminus, MIDC Bhosari",Maharashtra,Pune,Plot no BGP 109 Village MIDC Bhosari Taluka Haveli Pune 411026,18.62,73.8384375,7.0
"DN Group Corporate Office, Nayapalli",Odisha,Bhubaneswar,"VIP-15, VIP Colony, IRC Village, Nayapalli, Bhubaneswar, Odisha 751015",20.29,85.8040445,7.0
"GUGNANI AUTOCARS, Mancheswar Industrial Estate",Odisha,Bhubaneswar,"PLOT NO.-S, 3/48, Block C, Sector A, Mancheswar Industrial Estate, Bhubaneswar, Odisha 751010",20.3,85.8528189,7.0
"GUGNANI TYRES, Nayapalli",Odisha,Bhubaneswar,"uco bank, 1294, CRP - DAV Rd, Nilakantha Nagar, Nayapalli, Bhubaneswar, Odisha 751012",20.28,85.8093251,7.0
"DN Regalia Mall, Patrapada",Odisha,Bhubaneswar,"IDCO Plot No1/A, Bhagbanpur Industrial Estate, DN Square, Patrapada, Bhubhaneswar 751001",20.24,85.758056,7.0
"Trupti Automotives, Mohammed Jamalpur",Odisha,Keonjhar,"Keonjhar - Ghatgaon - Panikoili Rd, Mohammed Jamalpur, Odisha 755015",20.91,86.2169827,7.0
"Trupti Automotives, Angul",Odisha,Angul,"NH 55, TELCO CHOWK, NUAHATA, Banarpal, Angul, Odisha 759128",20.83,85.2416603,7.0
"Sarawgi Motors, Saukuchi",Assam,Guwahati,"Sarusajai Stadium Garalia NH 37, Basistha, Saukuchi, near National Games Stadium, Assam 781040",26.11,91.759799,7.0
"Umaid Lake Resort, Kalakho ",Rajasthan,Dausa,"Karuna Enterprises kalakho (Umaid Lake Palaceu00c2u00a0 Village post Kalakho, NH 21 District Dausa, Rajasthan-303304",26.91,76.466964,7.0
"Rajshree Resort, Saladwas",Rajasthan,Jaipur,"KHASRA NO.131/1 AND 132/1, VILLAGE SALADWAS, CHANDWAJI, N.H.8 TEHSIL AMER, JAIPUR, Rajasthan - 303113",27.23,75.9485975,7.0
"Bravia Hotel, Vaishali Nagar",Rajasthan,Ajmer,"Bravia Hotel, Vaishali Nagar, near Urban Haat, Rajasthan 305004",26.48,74.6293164,7.0
"Dusk View Resort, near Bisalpur Dam",Rajasthan,Beesalpur,"Dusk View Resort Near Fishing Landing Center 1 km from Bisalpur Dam Towards Toda Rai Singh, Beesalpur, Rajasthan 304804",25.93,75.458672,7.0
"Hotel Shemron, Neemrana",Rajasthan,Shahjahanpur,"Hotel Shemron, NH-8 Shahjahanpur, Neemrana, Shahjahanpur, Rajasthan 301706",28.0,76.4639783,7.0
"Dakshin Motors, NH - 4",Karnataka,Hiriyur,"NH-4 , Pattrehalli adivala village, Hiriyur- 577598",13.92,76.6400077,7.0
"IOCL - KOORAPATI SERVICE STATION, Tirupati",Andhra Pradesh,Tirupati,"TIRUPATI URBAN AND MANDAL Air bye-pass road. Tirupati, Chittoor Dist ANDHRA PRADESH",13.62,79.3828146,7.0
"IOCL - Sai Krupa Filling Station, SH 26",Andhra Pradesh,Anantapur,"SH 26, Vajrakarur to Guntakal Road SURVEY No.401-AIu00e2u0080u008b, Anantapur Dist. ANDHRA PRADESH,515722",15.14,77.3774561,7.0
"IOCL - PIONEER AUTO SERVICE, Bagdogara",West Bengal,Darjeeling,BAGDOGRA PO: BAGDOGRA DT: DARJEELING; West Bengal PIN: 734422,26.7,88.3293524,7.0
"Goyal Coal Sizing, Pendridih",Chhattisgarh,Bilaspur,"Village: Sara Pendridih Seepat, Bilaspur By-Pass, Chhattisgarh 495330",22.01,82.0487988,7.0
"Mr. Lalit Jenau00e2u0080u0098s Site, Panikoili",Rajasthan,Jajpur,"Beside Prasanta Filling Station(BPCL), Plot 1632, Mouza, Baliposi, PO: Baliposi, PS: Sathipur, Panikoili District, Jajpur 755025",20.92,86.2494284,7.0
"Prince Guest House & Restaurant, Transport Nagar",Chhattisgarh,Raipur,"In front of Parking No 6 Transport Nagar, Rawa bata, Raipur, Chhattisgarh 492003",21.31,81.6372966,7.0
"Sasya Auto Cars, Bellari X Roads - NH 44",Andhra Pradesh,Kurnool,"Renault Showroom, 45/142-70-5-B, NH44 Near APSP 2nd Battallion, Bellari X Roads, Kurnool, Andhra Pradesh 518003",15.83,78.0179892,7.0
"Sasya Automotives, Near EENADU Office - NH 44",Andhra Pradesh,Kurnool,"Isuzu Showroom, Survey No-131-1 & 133-1A NH44 Near EENADU Office, Kurnool, Andhra Pradesh 518003",15.84,78.0045003,7.0
"HPCL - Badarpur Service Station, Gazipur",Uttar Pradesh,Delhi,"Integrated Freight Complex, Mayur Vihar Phase III, Gharoli, Delhi, Uttar Pradesh 110096",28.61,77.3411839,7.0
"Sree Gokulam Motors, Kattuppakkam",Tamil Nadu,Chennai,"no 2/232, Mount ponamalle road,Swaminatha nagar, Pushpa Nagar, Kattupakkam, Chennai - 600056",13.04,80.1258208,7.0
"Malayalam Vehicles, Aluva",Kerala,Aluva,"Building No 18/615/1, 615/2 Sy No 176/2, 176/3, Aluva West, near Pulichode Signal, Kerala 683101",10.09,76.3476841,7.0
"Malayalam Vehicles, Vytila",Kerala,Kochi,"Sharon Tower, No 52/3171, 3172, opposite Salafi Masjid, Vyttila, Ernakulam, Kerala 682019",9.964,76.3184956,7.0
"Taj Hotels Chikmagalur, KM Road",Karnataka,Chikmagalur,"KM Road - Jyothi Nagar post, Chikmagalur- 577102",13.33,75.8178783,7.0
"PNR Function Hall, Chennai-Ballary Highway",Andhra Pradesh,Proddatur,"D No 7/3109 Sy No 622, Beside IOCL petrol pump, Korrapadu Road, Andhrakesari Nagar, Proddatur Municipality, Andhra Pradesh 516360 ",14.75,78.5550768,7.0
"DLF - The Crest, Sec 43",Haryana,Gurgaon,"DLF Phase 5, Sector 43, Gurugram, Haryana 122002",28.44,77.1117253,7.0
"The Gateway Hotel, Ambad",Maharashtra,Nashik,"Ambad, Nashik, Maharashtra-422010",19.95,73.7591054,7.0
"AB Infra Limited, old MIDC",Maharashtra,Latur,"Plot No- F-54, old MIDC, Latur- 413531",18.41,76.5356299,7.0
"Hansa Motors, Buttibori",Maharashtra,Nagpur,"NH 07, Plot no-X-273, Near Rajnayan Petrol Pump, Buttibori, Nagpur-441122",20.92,79.001812,7.0
IOCL - Tyagi Brothers Service Station,Uttar Pradesh,Ghaziabad,"IOCL on Ghaziabad bulandshahar Road, Stone No 26. 850 Vill Chhapraula Distt GB Nagar",28.61,77.4838183,7.0
IOCL - Vibhor S Station,Uttar Pradesh,Ghaziabad,IOCL on Ghaziabad - Hapur  Road (NH-24) At Mauza Garhmukhteshwar Near KM Stone No. 87 Dist Ghaziabad (UP),28.77,78.0976854,7.0
IOCL - AAUI Service Station ,Delhi,Delhi,IOCL at Plot No 1 I P Estate Ring Road New Delhi,28.61,77.2487894,7.0
IOCL - Agarwal  Service Station,Uttar Pradesh,Muzaffarnagar,"IOCL on Khatauli Near KM Stone NO 15.5  On NH -58 Meerut/ Delhi  Muzzaffarnagar Road, Khasra No 1745/0752, Dist Muzaffarnagar, State UP",29.41,77.7006719,7.0
"Hotel Suba International, Andheri East",Maharashtra,Mumbai,"Saharu00c2u00a0 Road, Near Cigarret Factory, Chakala, Andheri East Mumbai 400099",19.1,72.8603219,7.0
"Hotel Suba Galaxy, Andheri East",Maharashtra,Mumbai,"NS Phadake Marg, Opp Teli galli,Near Eastern expres Highway, Andheri East Mumbai 400069u00c2u00a0",19.11,72.8518766,7.0
"Hotel Suba Palace, Fort",Maharashtra,Mumbai,"Apppllo Bunder Road, Near Gate way of India, fortu00c2u00a0 Mumbai 400039",18.92,72.8328155,7.0
"Hotel Suba Grand, Dahej",Gujarat,Bharuch,"jolva village , dahej, bharuch ,State u00e2u0080u0093 24 Gujarat 392135",21.71,72.6562979,7.0
"Hotel Suba Elite, Fatehganj Main Road",Gujarat,Vadodara,"near Parsi Agiyari , Fatehganj Main Road, Vadodara u00e2u0080u0093 390 002 Gujarat 390002",22.32,73.1883779,7.0
"Click Hotel, Rane Nagar",Maharashtra,Nashik,"904, Mumbai - Agra National Hwy, opposite Orchid International, Rane Nagar, Nashik, Maharashtra 422009, India",19.96,73.7652956,7.0
"Click Hotel, Raja Park",Rajasthan,Jaipur,"Udai Marg, Raja Park, Jaipur, Rajasthan 302007",26.89,75.8257073,7.0
"Click Hotel, Cidco",Maharashtra,Aurangabad,"Phulambri - Sillod Rd, Hudco, Yadav Nagar, N 11, Cidco, Aurangabad, Maharashtra 431003",19.91,75.348291,7.0
"Click Hotel, Junagadh",Gujarat,Junagadh,"Near Railway Station,Junagadh, Gujratu00c2u00a0u00c2u00a0 362001",21.52,70.45845795,7.0
"Click Hotel, Bhuj",Gujarat,Bhuj,"opp. Bhuj railway compound,Bhuj, Gujarat 370001",23.26,69.6786728,7.0
"Devarana, Delhi-Dehradun Highway",Uttar Pradesh,Muzaffarnagar,"Devrana, Delhi Dehradun Highway NH58, Muzaffarnagar, UP 251203",29.33,77.721274,7.0
"Roshan Motors, Shahpura",Rajasthan,Shahpura,"Roshan Motors, NH-8 Neelka, district, Shahpura, Rajasthan, Pin-303119",27.49,76.0530077,7.0
"Gardenia SPA & Resort, Sec 11",Uttarakhand ,Haridwar,Plot No 1 Sector 11 SIDCUL Haridwar Uttarakhand -249403,29.95,78.0759131,7.0
"Hotel Flora, Shivalik Nagar",Uttarakhand ,Haridwar,"M3, M4  Shivalik Nagar Haridwar Uttarakhand -249403",29.92,78.0648679,7.0
"Misty Mountain Teyla, Peermade",Kerala,Kuttikkanam,"HXJC+526, Peermade, Kuttikkanam, Kerala 685531",9.58,76.9701859,7.0
"Click Collection, Sindhi Camp",Rajasthan,Jaipur,"Plot No 1, 2, opposite Polovictory Cinema, Sindhi Camp, Jaipur, Rajasthan 302001",26.92,75.7975173,7.0
"Sree Venkateswara Motors, Dasnapur",Telangana,Adilabad,"Plot No 8, Survey no - 21/4, industrial area, Dasnapur, Adilabad u00e2u0080u0093 504001",19.65,78.52951,7.0
Volltic DCS06,Karnataka,bengaluru,"GF, 11F Salarpuria GR Tech Park, Khatha No 69/3, Mahadevapura CMC Ground-8 &10 FL, Whitefield Road, Bengaluru, Karnataka 560066",12.98,77.74323914,13.0
Volltic DCS01,Karnataka,bengaluru,"infosys limited, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",12.85,77.66662247,13.0
Volltic DCS012,Karnataka,bengaluru,"Tesco Campus Rd, Nallurhalli, Whitefield, Bengaluru, Karnataka 560066",12.97,77.72974546,13.0
Volltic DCS015,Karnataka,bengaluru,"E-Zone Club, No, 23/24, Outer Ring Rd, Chinnapannahalli, Marathahalli, Bengaluru, Karnataka 560037",12.96,77.70295917,13.0
Volltic DCS017,Karnataka,bengaluru,"117 & 118, Divyasree Technopark Main Rd, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",12.96,77.72521742,13.0
Volltic DCS02,Karnataka,bengaluru,"Prestige Tech Park, 8th Floor, Etamin Block, Marathahalli - Sarjapur Outer Ring Rd, 2, Kadubeesanahalli, Bengaluru, Karnataka 560103",12.94,77.69041467,13.0
Volltic DCS09,Karnataka,bengaluru,"Embassy Golf Links Business Park, Challaghatta, Bengaluru, Karnataka 560071",12.94,77.64471171,13.0
Volltic DCS018,Karnataka,Bellary,"Siri enterprises,Post Box No. 9, District Bellary, Toranagallu, Karnataka 583275",15.18,76.66276174,13.0
Volltic DCS03,Haryana,Gurgaon,"Baba mallah plot, near lakshya tent house, village wazirabad, sector 52, gurgaon, haryana",28.25,77.05044021,13.0
Volltic PCS01,Haryana,Gurgaon,"285, Baharampur Naya Marg, Baharampur Naya, Sector 61, Gurugram, Haryana 122011",28.4,77.09266673,13.0
Volltic DCS04,Haryana,Gurgaon,"Vatika City, Block W, sector 49, gurgaon, Haryana",28.4,77.04509603,13.0
Volltic DCS05,Haryana,Gurgaon,"Building no. 9, Candor TechSpace, IT/ITES SEZ, Tikri, Sector 48, Gurugram, Haryana 122018",28.42,77.03101261,13.0
Volltic DCS011,Haryana,Gurgaon,"Institutional Area, Sector 32, Gurugram, Haryana 122018",28.44,77.04060087,13.0
Volltic HR001,Haryana,Gurgaon,"Plot No u0096 283, Sector u0096 7, IMT Manesar, Gurugram, Haryana 122050",28.37,76.91054184,13.0
Volltic DCS016,Telangana,Hyderabad,"Waverock, Virtusa Polaris, Financial District, Nanakaramguda, Telangana 500032",17.41,78.34665104,13.0
Volltic PCS03,Maharashtra,Indore,"Paschim vidyut vitran co Ltd, GPH compound, Indore, Pologround,madhya pradesh",22.73,75.8612835,13.0
Volltic PCS04,Maharashtra,Mumbai,"Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",19.12,72.88724762,13.0
Volltic DCS08,Delhi,New Delhi,"Golden Ikon Fleet Management, Iffco chowk delhi",28.52,77.08321547,13.0
Volltic DCS014,Uttar Pradesh,Noida,"139,140 Noida special economic zone, A block, Phase 2, Noida, Uttar pradesh",28.54,77.39461034,13.0
Volltic UJ001,Madhya Pradesh,Ujjain,"8 Ghatkarpar Marg, above Mayank Traders, Madhav Nagar, Ujjain, Madhya Pradesh 456001",23.17,75.78437678,13.0
BYPL Patparganj,Delhi,Delhi,"Near Swati Apartment, Mother Dairy Marg, I.P.Extension, Mandawali, New Delhi, Delhi 110092",28.63,77.2926978,14.0
DLF Gateway Charging Station,Haryana,Gurgaon,"IndusInd Metro Station, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122022",28.49,77.09116915,14.0
Shree Siddhi Vinayak Indian Oil Petrol Pump,Gujarat,Ahmedabad,"Shree Siddhi Vinayak Indian Oil Petroleum Judges Bangla, Satya Marg, Bodakdev, Ahmedabad, Gujrat",23.04,72.51767735,8.0
COCO Vejalpur Ahmedabad,Gujarat,Ahmedabad,"Next to Sachin Towers, shyamal Cross Roads, Anand nagar Cross Roads, Ahmedabad, Gujrat",23.01,72.52421557,8.0
EESL yelahanka,Karnataka,bengaluru,"Singanayakanahalli, Bangalore, State Highway 9, Yelahanka Rd, Yelahanka, Karnataka 560064",13.15,77.56897045,8.0
BESCOM HSR Layout,Karnataka,bengaluru,"HSR Layout Bengaluru, Karnataka - 560001",12.91,77.648946,15.0
BESCOM BTM Layout,Karnataka,bengaluru,"BTM Layout Bengaluru, Karnataka - 560001",12.91,77.610212,15.0
BESCOM Murugeshpalya,Karnataka,bengaluru,"Murugeshpalya Bengaluru, Karnataka - 560001",12.95,77.66355582,15.0
BESCOM Indiranagar,Karnataka,bengaluru," Bengaluru, Karnataka 560001",12.96,77.644132,15.0
BESCOM Katriguppe,Karnataka,bengaluru,"Katriguppe, Bengaluru, Karnataka - 560001",12.92,77.547841,15.0
BESCOM Byatarayanapura,Karnataka,bengaluru,"Byatarayanapura, Bengaluru, Karnataka - 560001",12.94,77.54076228,15.0
BESCOM Corporate Office,Karnataka,bengaluru,"Nunegundlapalli, Ambedkar Veedhi, Bengaluru, Karnataka 560001",12.97,77.58824006,15.0
BESCOM Mahadevpura,Karnataka,bengaluru,"Mahadevpura, Bengaluru, Karnataka - 560001",12.99,77.70020485,15.0
BESCOM Banaswadi,Karnataka,bengaluru,"Banaswadi, Bengaluru, Karnataka - 560001",13.02,77.64092334,15.0
Jai Hanuman Indian Oil Petrol Pump,Karnataka,bengaluru,"Jai Hanuman Service Station, Indian Oil Petrol Pump, No 82/1, Nagawara Main Road, Nagawara",13.04,77.62059,8.0
BESCOM Mathikere,Karnataka,bengaluru,"Mathikere  Bengaluru, Karnataka - 560001",13.03,77.55769,15.0
BESCOM Yalhanka,Karnataka,bengaluru," Yalhanka Bengaluru, Karnataka - 560001",13.09,77.594068,15.0
Fuel Zone -Indian Oil Petrol Pump,Karnataka,bengaluru,"Fuel Zone RO, Bharti Nagar, Hunasamaranahalli, Bengalurum Karnataka - 560045",13.14,77.617988,8.0
IOCL AB Enterprises,Tamil Nadu,Chennai,"Old Mahabalipuram Rd, Semmancheri, Chennai, Tamil Nadu 600119",12.87,80.22709415,8.0
IOCL Ms Immanuel Agencies,Tamil Nadu,Chennai,"1, Kamarajar Salai, K P Nagar, Ramapuram, Chennai, Tamil Nadu 600089",13.03,80.18431324,8.0
IOCL Ms SRI SAI Balaji Agencies,Tamil Nadu,Chennai,"Ayyavoo Colony, Nelson Manickam Rd, Aminjikarai, Collectorate Colony, Balavinayagar Nagar, Chennai, Tamil Nadu 600029",13.07,80.21984698,8.0
EESL Chennai Metrol Alandur Station,Tamil Nadu,Chennai,"Alandur, Metro Car Parking Chennai, Tamil Nadu 600016",13.0,80.20161257,8.0
EESL Saidapet Metro,Tamil Nadu,Chennai,"C/20-C/19, NH 45, Todd Hunter Nagar, Nandanam, Chennai, Tamil Nadu 600015",13.02,80.22884568,8.0
EESL Chennai Metro Nandanam station,Tamil Nadu,Chennai,"Anna Salai, CIT Nagar West, CIT Nagar, Chennai, Tamil Nadu 600035",13.03,80.2399704,8.0
EESL Koyambedu,Tamil Nadu,Chennai,"Koyambedu, Chennai, Tamil Nadu 600107",13.07,80.19493137,8.0
EESL Thirumangalam Metro,Tamil Nadu,Chennai,"2nd Ave, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",13.08,80.20160618,8.0
EESL Anna Nagar East station,Tamil Nadu,Chennai,"A Block, Annanagar East, Chennai, Tamil Nadu 600102",13.08,80.21972007,8.0
EESL Chennai Egmore Metro,Tamil Nadu,Chennai,"Egmore, Chennai, Tamil Nadu 600008",13.07,80.26146373,8.0
EESL High Court station,Tamil Nadu,Chennai,"Esplanade Rd, Parrys, George Town, Chennai, Tamil Nadu 600104",13.08,80.2851703,8.0
EESL SDA Market,Delhi,Delhi,"Unnamed Road, Block C 5, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016",28.54,77.19657963,8.0
EESL R block GK1,Delhi,Delhi,"Hansraj Gupta Rd, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",28.55,77.24469874,8.0
KSEBL Palarivattom,Kerala,Ernakulam,"Executive Enginer, Electrical Division, Ernakulam",10.01,76.30459452,16.0
Mahindra first choice ,Haryana,Gurgaon,"PLOT NO-21,SECTOR-61, near HBR CHOWK, Gurugram, Haryana 122005",28.42,77.10537261,16.0
HAREDA EESL Panchkula,Haryana,Panchkula,"Akshay Urja Bhawan, Plot No-1, Sector 17, Opp Agarwal Bhavan, Panchkula, Haryana 134109",30.76,76.85381552,8.0
Nagole Metro staff Parking,Telangana,Hyderabad,"Inner Ring Rd, Opp. Uppal RTO office, Uppal Main Road, Hyderabad",17.39,78.558504,8.0
Punjagutta Next Galleria Mall Parking,Telangana,Hyderabad,"Level B1, Next Galleria Mall, Puynjagutta, Hyderabad, Telangana 5600082",17.42,78.450418,8.0
Hitech City Next Galleria Mall Parking,Telangana,Hyderabad,"Level B1, Hitech City Next Galleria Mall, Puynjagutta, Hyderabad, Telangana 5600082",17.44,78.38432828,8.0
Miyapur Metro Parking,Telangana,Hyderabad,"Nadigada Tanda, Miyapur, Hyderabad, Telangana - 500049",17.49,78.37194716,8.0
ChargeNest Bank of Baroda,Jharkhand,Jamshedpur,"Bank of Baroda Parking Site, Jamshedpur",22.79,86.1838,8.0
TSUISL N Town Substation,Jharkhand,Jamshedpur,"N Town Substation, Jamshedpur",22.82,86.18177379,8.0
ANERT-EESL Ernakulam Kerala,Kerala,Kochi,"Shanmugham Road, Ernakulam, Marine Drive, Kochi, Kerala 682031",9.977,76.27780265,8.0
Masstech Controls Pvt Ltd,West Bengal,Kolkata,"Indian Oil Bhavan 2, Gariahat Road, Jodhpur Park, Kolkata, West Bengal - 700068",22.5,88.36672101,8.0
EESL Shapoorji Bus Terminus Newtown,West Bengal,Kolkata,"Action Area III, Newtown, New Town, West Bengal 700135",22.56,88.51722683,8.0
